Experience,Domain,Project_count,Education,Project_score,Cert_score,Skill_score,Final_score
5.0,Cybersecurity,5.0,5,4.06158,0,3.741657386773941,37.72840932142318
5.0,Cybersecurity,7.0,3,4.66158,0,3.872983346207417,35.97358545397784
9.0,Machine Learning,9.0,4,5.26158,0,6.164414002968976,50.79138070581436
9.0,Data Science,1.0,3,2.86158,0,4.242640687119285,35.66503134368747
7.0,Cybersecurity,7.0,5,4.66158,0,4.58257569495584,44.16012476575692
3.0,Machine Learning,10.0,3,5.56158,0,4.358898943540674,38.119075028170855
9.0,Cybersecurity,7.0,3,4.66158,0,3.605551275463989,39.33967022751696
10.0,Software Engineering,1.0,4,2.86158,0,5.0,40.95337459110154
1.0,Data Science,8.0,5,4.96158,0,6.0,43.05563430302712
6.0,Data Science,8.0,4,4.96158,0,6.0,46.25563430302712
7.0,Data Science,7.0,4,4.66158,0,6.0,46.36797738044916
10.0,Machine Learning,2.0,3,3.16158,4,6.164414002968976,44.3377822477687
3.0,Software Engineering,2.0,5,3.16158,0,5.744562646538029,38.811385793543224
7.0,Cybersecurity,0.0,5,2.56158,0,3.741657386773941,35.17012470853342
1.0,Cybersecurity,9.0,4,5.26158,0,3.741657386773941,35.27903701173499
4.0,Software Engineering,8.0,3,4.96158,0,5.0,39.206973049147216
7.0,Data Science,0.0,3,2.56158,0,6.0,37.874378922403494
8.0,Machine Learning,6.0,4,4.36158,0,6.164414002968976,46.9684099380805
6.0,Cybersecurity,7.0,3,4.66158,0,2.8284271247461903,33.91265187182671
8.0,Data Science,5.0,4,4.06158,0,6.0,45.552663535293256
1.0,Software Engineering,10.0,3,5.56158,0,4.0,34.97362564042323
4.0,Software Engineering,3.0,4,3.46158,0,5.744562646538029,38.779042716121175
9.0,Machine Learning,9.0,4,5.26158,0,6.164414002968976,50.79138070581436
8.0,Data Science,2.0,3,3.16158,0,6.0,40.769692767559405
9.0,Data Science,1.0,4,2.86158,0,5.291502622129181,40.77874713082084
6.0,Data Science,4.0,3,3.76158,0,6.0,40.545006612715305
8.0,Cybersecurity,9.0,4,5.26158,0,3.872983346207417,42.94889929913376
3.0,Data Science,9.0,3,5.26158,0,6.0,42.06329122560507
2.0,Data Science,0.0,3,2.56158,0,5.0990195135927845,29.999673061904527
6.0,Data Science,7.0,4,4.66158,0,6.0,45.32797738044916
6.0,Machine Learning,10.0,4,5.56158,4,4.47213595499958,44.575237356594066
5.0,Cybersecurity,4.0,4,3.76158,0,2.8284271247461903,32.089681104092854
8.0,Cybersecurity,9.0,4,5.26158,0,4.58257569495584,45.05543861091283
4.0,Software Engineering,7.0,5,4.66158,0,4.898979485566356,41.97942043952309
1.0,Machine Learning,3.0,5,3.46158,0,6.164414002968976,38.90543917034665
4.0,Data Science,3.0,3,3.46158,0,6.0,37.537349690137354
4.0,Cybersecurity,2.0,5,3.16158,0,3.872983346207417,34.295300841088086
1.0,Cybersecurity,2.0,3,3.16158,0,4.58257569495584,29.281840152867158
0.0,Cybersecurity,2.0,3,3.16158,0,4.58257569495584,28.24184015286716
9.0,Data Science,8.0,3,4.96158,0,4.242640687119285,42.158629801733134
10.0,Software Engineering,10.0,5,5.56158,0,5.744562646538029,53.512641174166845
6.0,Software Engineering,4.0,3,3.76158,0,5.744562646538029,39.786699638699126
4.0,Cybersecurity,1.0,4,2.86158,0,4.58257569495584,33.474183230289206
9.0,Machine Learning,1.0,5,2.86158,0,4.358898943540674,40.01016272496928
8.0,Software Engineering,6.0,4,4.36158,0,3.872983346207417,40.16592853139989
10.0,Machine Learning,9.0,4,5.26158,0,5.291502622129181,49.240002511444466
3.0,Cybersecurity,7.0,4,4.66158,0,4.58257569495584,38.000124765756915
1.0,Machine Learning,9.0,4,5.26158,0,6.164414002968976,42.47138070581437
6.0,Software Engineering,6.0,3,4.36158,0,5.744562646538029,41.64201348385503
4.0,Machine Learning,1.0,4,2.86158,0,4.358898943540674,32.81016272496928
3.0,Data Science,2.0,4,3.16158,0,5.0990195135927845,34.894986907060435
5.0,Cybersecurity,9.0,3,5.26158,0,4.58257569495584,39.935438610912826
8.0,Software Engineering,3.0,5,3.46158,0,5.0,42.72868843625745
9.0,Data Science,8.0,3,4.96158,0,4.242640687119285,42.158629801733134
7.0,Software Engineering,10.0,5,5.56158,0,4.123105625617661,45.579084541329024
8.0,Cybersecurity,1.0,3,2.86158,0,4.58257569495584,35.6341832302892
2.0,Data Science,4.0,4,3.76158,0,5.0990195135927845,35.710300752216334
10.0,Cybersecurity,9.0,4,5.26158,0,4.58257569495584,47.13543861091283
5.0,Machine Learning,7.0,4,4.66158,0,4.358898943540674,39.41610426043699
3.0,Data Science,10.0,4,5.56158,0,5.0990195135927845,42.316242287684055
2.0,Cybersecurity,7.0,4,4.66158,0,3.872983346207417,34.85358545397784
10.0,Data Science,7.0,3,4.66158,0,5.291502622129181,45.384688666288554
8.0,Software Engineering,10.0,3,5.56158,0,5.744562646538029,47.43264117416685
4.0,Data Science,2.0,3,3.16158,0,4.47213595499958,32.07398197597044
2.0,Data Science,8.0,5,4.96158,0,5.0990195135927845,41.42092844252815
1.0,Software Engineering,3.0,4,3.46158,0,4.898979485566356,33.148792749211275
2.0,Data Science,4.0,3,3.76158,0,5.0990195135927845,33.710300752216334
7.0,Cybersecurity,10.0,3,5.56158,0,3.872983346207417,40.83655622171171
1.0,Machine Learning,2.0,3,3.16158,0,6.164414002968976,33.977782247768694
3.0,Cybersecurity,5.0,4,4.06158,0,4.58257569495584,36.14481092060102
9.0,Machine Learning,5.0,4,4.06158,0,6.164414002968976,47.08075301550255
7.0,Software Engineering,4.0,4,3.76158,0,4.0,37.64768410495551
6.0,Data Science,2.0,4,3.16158,0,6.0,40.68969276755941
5.0,Data Science,5.0,4,4.06158,0,5.0990195135927845,39.75795767479429
9.0,Cybersecurity,0.0,3,2.56158,0,3.605551275463989,32.846071769471294
10.0,Data Science,0.0,5,2.56158,0,5.291502622129181,42.89109020824289
4.0,Cybersecurity,9.0,4,5.26158,0,3.872983346207417,38.78889929913376
8.0,Machine Learning,10.0,3,5.56158,0,4.358898943540674,43.31907502817085
6.0,Machine Learning,8.0,5,4.96158,0,6.164414002968976,48.74372378323641
9.0,Cybersecurity,6.0,4,4.36158,0,3.605551275463989,40.41201330493901
3.0,Data Science,8.0,3,4.96158,0,6.0,41.13563430302712
8.0,Cybersecurity,4.0,3,3.76158,0,3.741657386773941,35.920752398845224
6.0,Machine Learning,2.0,5,3.16158,4,5.291502622129181,41.586404053398795
10.0,Data Science,2.0,4,3.16158,0,5.0990195135927845,42.17498690706043
5.0,Machine Learning,5.0,4,4.06158,0,6.164414002968976,42.92075301550255
6.0,Software Engineering,5.0,4,4.06158,0,5.744562646538029,42.71435656127708
6.0,Machine Learning,9.0,5,5.26158,0,5.385164807134504,47.358053811023495
3.0,Data Science,10.0,5,5.56158,0,5.0990195135927845,44.316242287684055
8.0,Software Engineering,0.0,5,2.56158,0,5.744562646538029,42.15607194838732
8.0,Cybersecurity,7.0,4,4.66158,0,3.605551275463989,40.29967022751696
9.0,Data Science,5.0,3,4.06158,0,6.0,44.592663535293255
5.0,Software Engineering,10.0,3,5.56158,0,5.744562646538029,44.31264117416685
4.0,Data Science,5.0,3,4.06158,0,6.0,39.39266353529326
3.0,Data Science,10.0,5,5.56158,0,5.291502622129181,44.88765943402242
0.0,Machine Learning,2.0,4,3.16158,0,5.291502622129181,32.34640405339879
2.0,Data Science,1.0,5,2.86158,0,6.0,37.60203584498145
6.0,Cybersecurity,1.0,5,2.86158,0,4.58257569495584,37.554183230289205
9.0,Software Engineering,6.0,3,4.36158,0,3.872983346207417,39.20592853139989
8.0,Software Engineering,0.0,4,2.56158,0,4.242640687119285,35.697374421109515
4.0,Machine Learning,5.0,3,4.06158,0,6.164414002968976,39.88075301550255
9.0,Data Science,3.0,5,3.46158,0,4.242640687119285,41.52034518884337
4.0,Machine Learning,10.0,3,5.56158,0,6.164414002968976,44.51903762839232
9.0,Data Science,8.0,5,4.96158,0,4.47213595499958,46.83992351143816
3.0,Data Science,7.0,5,4.66158,0,5.291502622129181,42.10468866628855
1.0,Cybersecurity,2.0,3,3.16158,0,4.58257569495584,29.281840152867158
7.0,Cybersecurity,5.0,4,4.06158,0,4.58257569495584,40.304810920601014
7.0,Data Science,5.0,4,4.06158,0,6.0,44.51266353529326
7.0,Cybersecurity,4.0,4,3.76158,0,2.449489742783178,33.04474438061257
8.0,Machine Learning,5.0,4,4.06158,0,5.385164807134504,43.727426120711684
6.0,Cybersecurity,5.0,5,4.06158,0,2.8284271247461903,36.057338026670806
0.0,Software Engineering,4.0,4,3.76158,0,5.744562646538029,35.546699638699124
3.0,Software Engineering,6.0,4,4.36158,0,5.0,38.31165920399131
6.0,Machine Learning,0.0,4,2.56158,0,6.164414002968976,39.322468402612785
2.0,Software Engineering,3.0,4,3.46158,0,5.744562646538029,36.69904271612118
8.0,Machine Learning,7.0,4,4.66158,0,6.164414002968976,47.89606686065846
2.0,Software Engineering,9.0,4,5.26158,0,4.0,37.085968717845276
2.0,Cybersecurity,6.0,5,4.36158,0,3.605551275463989,35.13201330493901
2.0,Cybersecurity,0.0,4,2.56158,0,4.58257569495584,30.466526307711256
7.0,Machine Learning,10.0,4,5.56158,0,6.164414002968976,49.63903762839232
6.0,Data Science,10.0,5,5.56158,0,6.0,50.11094814818303
9.0,Machine Learning,7.0,5,4.66158,4,4.358898943540674,46.576104260436985
4.0,Data Science,0.0,5,2.56158,0,4.47213595499958,34.218668130814535
10.0,Cybersecurity,9.0,4,5.26158,0,3.872983346207417,45.028899299133755
6.0,Machine Learning,5.0,3,4.06158,0,5.291502622129181,39.36937482113265
0.0,Data Science,6.0,3,4.36158,0,5.291502622129181,34.0570317437106
5.0,Machine Learning,0.0,3,2.56158,0,4.358898943540674,30.922505802391324
3.0,Cybersecurity,6.0,4,4.36158,0,3.872983346207417,34.965928531399896
6.0,Data Science,0.0,5,2.56158,0,4.47213595499958,36.298668130814534
6.0,Machine Learning,0.0,4,2.56158,4,5.385164807134504,38.00914150782192
10.0,Machine Learning,3.0,4,3.46158,0,5.291502622129181,43.67406097597675
3.0,Data Science,3.0,3,3.46158,0,5.291502622129181,34.39406097597675
3.0,Cybersecurity,9.0,4,5.26158,0,4.58257569495584,39.85543861091283
7.0,Data Science,1.0,5,2.86158,0,4.0,36.86471333722165
0.0,Machine Learning,4.0,4,3.76158,0,6.164414002968976,36.7930960929246
5.0,Data Science,1.0,3,2.86158,0,6.0,36.72203584498145
5.0,Data Science,3.0,4,3.46158,0,4.242640687119285,35.360345188843375
4.0,Cybersecurity,9.0,4,5.26158,0,3.741657386773941,38.39903701173499
9.0,Software Engineering,9.0,3,5.26158,0,5.744562646538029,47.54498425158889
6.0,Cybersecurity,2.0,5,3.16158,0,2.8284271247461903,33.27436725893695
7.0,Machine Learning,1.0,3,2.86158,4,4.358898943540674,34.93016272496928
1.0,Data Science,6.0,5,4.36158,0,6.0,41.20032045787121
8.0,Cybersecurity,2.0,5,3.16158,0,3.741657386773941,38.06543855368932
5.0,Software Engineering,5.0,5,4.06158,0,5.744562646538029,43.67435656127708
5.0,Data Science,7.0,3,4.66158,0,4.242640687119285,37.07097287915518
7.0,Software Engineering,10.0,3,5.56158,0,5.744562646538029,46.39264117416685
1.0,Software Engineering,5.0,4,4.06158,0,5.0,35.304002281413354
1.0,Machine Learning,0.0,4,2.56158,0,6.164414002968976,34.12246840261279
2.0,Data Science,1.0,3,2.86158,0,4.242640687119285,28.385031343687466
9.0,Cybersecurity,7.0,3,4.66158,0,3.605551275463989,39.33967022751696
1.0,Software Engineering,10.0,4,5.56158,0,5.0,39.94228689430312
10.0,Data Science,10.0,4,5.56158,0,5.291502622129181,50.16765943402242
3.0,Data Science,1.0,5,2.86158,0,5.0990195135927845,35.96732998448248
2.0,Data Science,7.0,4,4.66158,0,4.242640687119285,35.95097287915518
9.0,Cybersecurity,8.0,4,4.96158,0,3.872983346207417,43.0612423765558
5.0,Machine Learning,4.0,5,3.76158,0,4.47213595499958,38.969295821126344
3.0,Software Engineering,0.0,4,2.56158,0,5.744562646538029,34.95607194838732
1.0,Cybersecurity,8.0,5,4.96158,0,3.605551275463989,35.94732715009492
6.0,Cybersecurity,6.0,3,4.36158,0,4.58257569495584,38.19246784317897
2.0,Machine Learning,2.0,4,3.16158,0,5.291502622129181,34.4264040533988
2.0,Data Science,6.0,5,4.36158,0,6.0,42.240320457871206
3.0,Software Engineering,4.0,5,3.76158,0,5.744562646538029,40.66669963869913
3.0,Cybersecurity,1.0,3,2.86158,0,3.741657386773941,27.937781631111367
4.0,Software Engineering,5.0,5,4.06158,0,4.898979485566356,40.124106594367184
1.0,Cybersecurity,8.0,3,4.96158,0,4.58257569495584,34.84778168833488
2.0,Data Science,3.0,3,3.46158,0,6.0,35.457349690137356
10.0,Machine Learning,3.0,3,3.46158,0,6.164414002968976,44.265439170346646
5.0,Cybersecurity,0.0,3,2.56158,0,3.872983346207417,29.47998699593218
7.0,Data Science,9.0,4,5.26158,0,4.47213595499958,43.68758043401611
0.0,Machine Learning,9.0,4,5.26158,4,6.164414002968976,42.43138070581436
6.0,Data Science,5.0,3,4.06158,0,6.0,41.47266353529326
4.0,Cybersecurity,8.0,4,4.96158,0,4.58257569495584,39.967781688334874
7.0,Data Science,2.0,3,3.16158,0,6.0,39.7296927675594
3.0,Data Science,5.0,3,4.06158,0,6.0,38.35266353529326
6.0,Cybersecurity,4.0,4,3.76158,0,4.58257569495584,38.33715399802306
7.0,Cybersecurity,6.0,4,4.36158,0,2.449489742783178,34.900058225768475
7.0,Software Engineering,5.0,3,4.06158,0,5.0,39.544002281413356
3.0,Data Science,9.0,4,5.26158,0,5.0990195135927845,41.38858536510611
3.0,Data Science,3.0,3,3.46158,0,5.0990195135927845,33.82264382963839
9.0,Data Science,0.0,3,2.56158,0,5.0990195135927845,37.27967306190453
5.0,Machine Learning,9.0,3,5.26158,4,6.164414002968976,45.631380705814365
6.0,Machine Learning,8.0,5,4.96158,0,4.358898943540674,43.38376118301495
2.0,Cybersecurity,10.0,5,5.56158,0,4.58257569495584,41.74309553349078
8.0,Data Science,8.0,4,4.96158,0,5.291502622129181,46.232345588866515
6.0,Cybersecurity,1.0,4,2.86158,0,4.58257569495584,35.554183230289205
6.0,Data Science,0.0,3,2.56158,0,6.0,36.8343789224035
0.0,Machine Learning,9.0,4,5.26158,0,4.47213595499958,36.40758043401611
9.0,Data Science,10.0,5,5.56158,0,5.0990195135927845,50.55624228768406
0.0,Software Engineering,7.0,4,4.66158,0,4.898979485566356,35.819420439523086
8.0,Software Engineering,8.0,3,4.96158,0,4.0,40.39831179526732
3.0,Machine Learning,6.0,4,4.36158,0,6.164414002968976,41.7684099380805
6.0,Software Engineering,1.0,4,2.86158,0,5.0,36.793374591101546
1.0,Machine Learning,2.0,3,3.16158,0,6.164414002968976,33.977782247768694
7.0,Cybersecurity,8.0,3,4.96158,0,4.58257569495584,41.08778168833488
3.0,Machine Learning,7.0,3,4.66158,0,4.242640687119285,34.99097287915517
7.0,Software Engineering,10.0,4,5.56158,0,5.744562646538029,48.39264117416685
9.0,Data Science,0.0,3,2.56158,0,5.291502622129181,37.851090208242894
9.0,Machine Learning,7.0,4,4.66158,0,5.291502622129181,46.344688666288555
3.0,Data Science,4.0,3,3.76158,0,5.0990195135927845,34.75030075221634
10.0,Machine Learning,10.0,5,5.56158,0,4.242640687119285,49.053943646889046
6.0,Software Engineering,1.0,4,2.86158,0,5.0,36.793374591101546
1.0,Machine Learning,7.0,4,4.66158,0,6.164414002968976,40.61606686065846
0.0,Data Science,8.0,5,4.96158,0,4.242640687119285,36.798629801733135
10.0,Software Engineering,3.0,3,3.46158,0,4.898979485566356,40.508792749211274
1.0,Data Science,8.0,4,4.96158,0,5.291502622129181,38.952345588866514
2.0,Machine Learning,4.0,4,3.76158,0,5.385164807134504,36.55976919813373
5.0,Machine Learning,8.0,3,4.96158,0,4.242640687119285,37.99862980173314
9.0,Cybersecurity,9.0,4,5.26158,0,4.58257569495584,46.09543861091283
5.0,Software Engineering,4.0,4,3.76158,0,5.744562646538029,40.74669963869913
3.0,Cybersecurity,9.0,5,5.26158,0,4.58257569495584,41.85543861091283
10.0,Software Engineering,10.0,5,5.56158,0,3.872983346207417,47.95655622171171
1.0,Cybersecurity,0.0,4,2.56158,0,4.58257569495584,29.426526307711253
4.0,Software Engineering,6.0,5,4.36158,0,4.123105625617661,38.7484568510172
0.0,Cybersecurity,9.0,3,5.26158,0,4.58257569495584,34.73543861091283
0.0,Data Science,5.0,4,4.06158,0,4.47213595499958,32.696952743704294
0.0,Machine Learning,9.0,3,5.26158,0,4.358898943540674,34.0714181055929
8.0,Cybersecurity,10.0,5,5.56158,0,4.58257569495584,47.98309553349078
7.0,Data Science,3.0,4,3.46158,0,6.0,42.65734969013736
0.0,Cybersecurity,5.0,4,4.06158,0,5.0,34.264002281413354
0.0,Software Engineering,5.0,3,4.06158,0,7.3484692283495345,39.235811885543846
0.0,Software Engineering,5.0,4,4.06158,0,6.6332495807108,39.112567029585094
0.0,Software Engineering,5.0,5,4.06158,5,4.795831523312719,36.90789523540814
2.0,Machine Learning,5.0,3,4.06158,0,5.291502622129181,35.20937482113265
3.0,Data Science,5.0,3,4.06158,0,3.4641016151377544,30.824440256376096
0.0,Cybersecurity,5.0,4,4.06158,0,6.708203932499369,39.33508110954951
0.0,Cybersecurity,5.0,3,4.06158,4,6.855654600401044,38.77281219420792
3.0,Machine Learning,5.0,3,4.06158,0,6.48074069840786,39.779819819819835
0.0,Data Science,5.0,5,4.06158,0,4.47213595499958,34.696952743704294
3.0,Software Engineering,5.0,3,4.06158,0,5.477225575051661,36.800723355429774
2.0,Data Science,5.0,3,4.06158,0,5.5677643628300215,36.02950234668065
4.0,Machine Learning,5.0,3,4.06158,0,4.58257569495584,35.18481092060102
0.0,Machine Learning,5.0,3,4.06158,0,5.196152422706632,32.84631237855721
0.0,Machine Learning,5.0,3,4.06158,0,6.324555320336759,36.196158339517574
2.0,Cybersecurity,5.0,4,4.06158,0,6.48074069840786,40.73981981981983
0.0,Data Science,5.0,3,4.06158,0,6.782329983125268,37.55513624394575
5.0,Software Engineering,5.0,4,4.06158,0,6.557438524302,44.08750968380859
2.0,Cybersecurity,5.0,5,4.06158,0,5.0990195135927845,38.637957674794286
7.0,Machine Learning,5.0,4,4.06158,0,6.4031242374328485,45.70940283946003
4.0,Machine Learning,5.0,3,4.06158,0,5.385164807134504,37.56742612071168
3.0,Machine Learning,5.0,3,4.06158,0,7.071067811865476,41.53230104865622
0.0,Software Engineering,5.0,3,4.06158,0,6.855654600401044,37.77281219420792
1.0,Machine Learning,5.0,5,4.06158,0,5.830951894845301,39.77081697547868
0.0,Cybersecurity,5.0,3,4.06158,0,5.830951894845301,34.73081697547868
1.0,Machine Learning,5.0,3,4.06158,0,4.358898943540674,31.40079041528109
4.0,Software Engineering,5.0,3,4.06158,0,6.855654600401044,41.93281219420792
0.0,Machine Learning,5.0,4,4.06158,0,6.4031242374328485,38.42940283946003
5.0,Cybersecurity,5.0,4,4.06158,0,5.385164807134504,40.607426120711686
0.0,Software Engineering,5.0,3,4.06158,0,5.477225575051661,33.68072335542978
1.0,Software Engineering,5.0,4,4.06158,0,4.795831523312719,34.69789523540815
0.0,Machine Learning,5.0,4,4.06158,0,7.681145747868608,42.22341577911573
1.0,Machine Learning,5.0,3,4.06158,0,6.557438524302,37.92750968380859
0.0,Machine Learning,5.0,5,4.06158,0,5.830951894845301,38.73081697547868
4.0,Software Engineering,5.0,4,4.06158,0,7.211102550927978,44.988016752708255
6.0,Software Engineering,5.0,2,4.06158,0,6.4031242374328485,40.669402839460034
6.0,Machine Learning,5.0,4,4.06158,0,5.5677643628300215,42.18950234668065
7.0,Machine Learning,5.0,3,4.06158,0,4.0,36.57534102753346
0.0,Cybersecurity,5.0,4,4.06158,0,4.0,31.295341027533464
0.0,Data Science,5.0,4,4.06158,0,5.0990195135927845,34.55795767479429
0.0,Software Engineering,5.0,3,4.06158,0,7.280109889280518,39.03287616430882
7.0,Software Engineering,5.0,3,4.06158,4,7.0,46.48132478917316
7.0,Software Engineering,5.0,3,4.06158,0,5.744562646538029,41.75435656127708
3.0,Cybersecurity,5.0,4,4.06158,0,4.47213595499958,35.8169527437043
2.0,Machine Learning,5.0,4,4.06158,0,6.0,39.312663535293254
4.0,Data Science,5.0,3,4.06158,0,5.385164807134504,37.56742612071168
4.0,Machine Learning,5.0,4,4.06158,0,6.928203230275509,44.14818450073832
2.0,Data Science,5.0,3,4.06158,0,4.47213595499958,32.77695274370429
0.0,Machine Learning,5.0,4,4.06158,0,5.744562646538029,36.47435656127708
3.0,Machine Learning,5.0,4,4.06158,0,5.196152422706632,37.966312378557205
1.0,Cybersecurity,5.0,4,4.06158,0,4.898979485566356,35.00410659436718
0.0,Data Science,5.0,4,4.06158,0,5.830951894845301,36.73081697547868
0.0,Machine Learning,5.0,3,4.06158,0,6.082762530298219,35.47835745226264
2.0,Software Engineering,5.0,3,4.06158,0,7.211102550927978,40.90801675270825
3.0,Machine Learning,5.0,4,4.06158,0,6.855654600401044,42.89281219420792
0.0,Cybersecurity,5.0,5,4.06158,0,5.196152422706632,36.84631237855721
7.0,Machine Learning,5.0,3,4.06158,0,5.744562646538029,41.75435656127708
0.0,Machine Learning,5.0,3,4.06158,0,3.741657386773941,28.52840932142318
4.0,Software Engineering,5.0,4,4.06158,0,5.477225575051661,39.84072335542977
6.0,Data Science,5.0,4,4.06158,0,4.242640687119285,38.25565903399927
0.0,Software Engineering,5.0,2,4.06158,0,6.244997998398398,33.95997960041671
1.0,Software Engineering,5.0,3,4.06158,5,6.244997998398398,38.24997960041671
0.0,Cybersecurity,5.0,3,4.06158,0,5.830951894845301,34.73081697547868
0.0,Cybersecurity,5.0,5,4.06158,0,4.69041575982343,35.344951542789325
2.0,Machine Learning,5.0,3,4.06158,0,6.708203932499369,39.41508110954951
0.0,Software Engineering,5.0,3,4.06158,0,5.5677643628300215,33.94950234668065
1.0,Data Science,5.0,3,4.06158,0,5.5677643628300215,34.98950234668065
2.0,Data Science,5.0,3,4.06158,0,7.14142842854285,40.70117788518544
7.0,Machine Learning,5.0,5,4.06158,0,5.830951894845301,46.01081697547868
0.0,Machine Learning,5.0,3,4.06158,0,5.196152422706632,32.84631237855721
5.0,Cybersecurity,5.0,4,4.06158,0,6.244997998398398,43.15997960041671
2.0,Cybersecurity,5.0,1,4.06158,0,7.14142842854285,36.70117788518544
2.0,Machine Learning,5.0,3,4.06158,0,5.656854249492381,36.29398004132774
6.0,Data Science,5.0,4,4.06158,0,5.291502622129181,41.36937482113265
1.0,Cybersecurity,5.0,3,4.06158,4,5.0990195135927845,34.59795767479429
2.0,Software Engineering,5.0,3,4.06158,0,6.855654600401044,39.85281219420792
10.0,Machine Learning,5.0,3,4.06158,0,6.164414002968976,46.12075301550255
0.0,Cybersecurity,5.0,3,4.06158,0,4.898979485566356,31.964106594367184
5.0,Software Engineering,5.0,4,4.06158,0,5.916079783099616,42.183532838963885
8.0,Software Engineering,5.0,3,4.06158,4,5.744562646538029,43.79435656127708
4.0,Machine Learning,5.0,3,4.06158,0,4.898979485566356,36.124106594367184
1.0,Data Science,5.0,4,4.06158,0,5.744562646538029,37.514356561277076
5.0,Cybersecurity,5.0,3,4.06158,0,5.291502622129181,38.32937482113265
0.0,Machine Learning,5.0,3,4.06158,0,6.6332495807108,37.112567029585094
2.0,Software Engineering,5.0,5,4.06158,0,3.872983346207417,34.998271608821945
8.0,Machine Learning,5.0,4,4.06158,0,4.358898943540674,40.68079041528109
0.0,Software Engineering,5.0,4,4.06158,0,6.557438524302,38.88750968380859
5.0,Software Engineering,5.0,3,4.06158,0,6.782329983125268,42.75513624394575
0.0,Data Science,5.0,4,4.06158,0,4.898979485566356,33.96410659436718
2.0,Cybersecurity,5.0,4,4.06158,0,6.782329983125268,41.63513624394575
0.0,Data Science,5.0,3,4.06158,0,5.0990195135927845,32.55795767479429
2.0,Cybersecurity,5.0,4,4.06158,0,4.898979485566356,36.04410659436718
1.0,Machine Learning,5.0,3,4.06158,0,6.244997998398398,36.99997960041671
5.0,Machine Learning,5.0,3,4.06158,0,5.5677643628300215,39.14950234668065
3.0,Machine Learning,5.0,3,4.06158,0,6.324555320336759,39.31615833951757
0.0,Software Engineering,5.0,3,4.06158,0,6.082762530298219,35.47835745226264
2.0,Software Engineering,5.0,4,4.06158,0,6.557438524302,40.967509683808586
1.0,Machine Learning,5.0,3,4.06158,5,7.615773105863909,42.31934654973262
0.0,Software Engineering,5.0,5,4.06158,9,4.795831523312719,37.90789523540814
8.0,Machine Learning,5.0,4,4.06158,0,3.3166247903554,37.58663152079948
9.0,Cybersecurity,5.0,4,4.06158,0,6.082762530298219,46.83835745226264
0.0,Data Science,5.0,5,4.06158,0,5.385164807134504,37.40742612071168
1.0,Cybersecurity,5.0,5,4.06158,0,7.071067811865476,43.45230104865622
0.0,Software Engineering,5.0,4,4.06158,0,7.0,40.20132478917316
4.0,Software Engineering,5.0,5,4.06158,0,5.385164807134504,41.56742612071168
0.0,Data Science,5.0,4,4.06158,0,6.557438524302,38.88750968380859
4.0,Cybersecurity,5.0,3,4.06158,0,4.58257569495584,35.18481092060102
4.0,Machine Learning,5.0,4,4.06158,0,6.855654600401044,43.93281219420792
5.0,Machine Learning,5.0,4,4.06158,0,4.795831523312719,38.857895235408144
0.0,Cybersecurity,5.0,5,4.06158,0,5.196152422706632,36.84631237855721
5.0,Cybersecurity,5.0,5,4.06158,0,5.0,41.46400228141336
2.0,Machine Learning,5.0,4,4.06158,0,5.291502622129181,37.20937482113265
4.0,Machine Learning,5.0,4,4.06158,0,7.071067811865476,44.57230104865622
2.0,Machine Learning,5.0,3,4.06158,0,6.244997998398398,38.03997960041671
2.0,Machine Learning,5.0,3,4.06158,0,4.795831523312719,33.737895235408146
7.0,Machine Learning,5.0,5,4.06158,0,5.5677643628300215,45.229502346680654
6.0,Data Science,5.0,3,4.06158,0,4.69041575982343,37.58495154278933
1.0,Machine Learning,5.0,4,4.06158,0,6.708203932499369,40.37508110954951
0.0,Data Science,5.0,4,4.06158,0,5.5677643628300215,35.94950234668065
3.0,Cybersecurity,5.0,3,4.06158,0,4.795831523312719,34.777895235408145
0.0,Machine Learning,5.0,1,4.06158,0,5.291502622129181,29.129374821132654
0.0,Cybersecurity,5.0,3,4.06158,0,6.0,35.232663535293256
7.0,Machine Learning,5.0,3,4.06158,0,5.477225575051661,40.96072335542978
0.0,Cybersecurity,5.0,4,4.06158,0,5.916079783099616,36.98353283896389
2.0,Machine Learning,5.0,3,4.06158,0,5.5677643628300215,36.02950234668065
2.0,Software Engineering,5.0,3,4.06158,5,7.280109889280518,42.362876164308815
7.0,Machine Learning,5.0,3,4.06158,0,6.324555320336759,43.476158339517575
3.0,Software Engineering,5.0,3,4.06158,0,7.0,41.321324789173154
2.0,Data Science,5.0,3,4.06158,0,5.656854249492381,36.29398004132774
0.0,Machine Learning,5.0,4,4.06158,5,6.557438524302,40.13750968380859
0.0,Software Engineering,5.0,3,4.06158,0,5.0990195135927845,32.55795767479429
4.0,Software Engineering,5.0,3,4.06158,0,6.324555320336759,40.35615833951757
0.0,Software Engineering,5.0,3,4.06158,0,6.324555320336759,36.196158339517574
6.0,Software Engineering,5.0,4,4.06158,0,5.0990195135927845,40.79795767479429
0.0,Data Science,5.0,4,4.06158,0,6.324555320336759,38.196158339517574
0.0,Machine Learning,5.0,3,4.06158,0,5.0,32.264002281413354
1.0,Machine Learning,5.0,4,4.06158,0,5.5677643628300215,36.98950234668065
1.0,Software Engineering,5.0,4,4.06158,0,7.14142842854285,41.66117788518544
